longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value,bedrooms_per_room
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,0.0,0.0,0.0,1.0,0.0,75000.0,4.655172413793103
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,0.0,0.0,0.0,1.0,0.0,86100.0,4.0
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,0.0,0.0,0.0,1.0,0.0,76100.0,5.1645569620253164
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,0.0,0.0,0.0,1.0,0.0,73500.0,4.549450549450549
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,0.0,0.0,0.0,1.0,0.0,78400.0,4.832535885167464
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,0.0,0.0,0.0,1.0,0.0,84400.0,4.110169491525424
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,0.0,0.0,0.0,1.0,0.0,81300.0,4.209016393442623
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,0.0,0.0,0.0,1.0,0.0,85000.0,5.247706422018348
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,0.0,0.0,0.0,1.0,0.0,129200.0,4.349378881987578
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,0.0,0.0,0.0,1.0,0.0,82500.0,5.052631578947368
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,0.0,0.0,0.0,1.0,0.0,95200.0,3.1481481481481484
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,0.0,0.0,0.0,1.0,0.0,75000.0,4.137254901960785
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,0.0,0.0,0.0,1.0,0.0,67500.0,3.0
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,0.0,0.0,0.0,1.0,0.0,137500.0,5.186335403726708
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,0.0,0.0,0.0,1.0,0.0,177500.0,2.6774891774891776
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,0.0,0.0,0.0,1.0,0.0,102100.0,5.185053380782918
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,0.0,0.0,0.0,1.0,0.0,108300.0,4.967078189300412
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,0.0,0.0,0.0,1.0,0.0,112500.0,4.665775401069519
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,0.0,0.0,0.0,1.0,0.0,131300.0,3.8863636363636362
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,0.0,0.0,0.0,1.0,0.0,162500.0,3.1972318339100347
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,0.0,0.0,0.0,1.0,0.0,112500.0,3.75
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,0.0,0.0,0.0,1.0,0.0,112500.0,3.5051546391752577
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,0.0,0.0,0.0,1.0,0.0,137500.0,2.3536585365853657
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,0.0,0.0,0.0,1.0,0.0,118800.0,5.1521739130434785
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,0.0,0.0,0.0,1.0,0.0,98200.0,5.405594405594406
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,0.0,0.0,0.0,1.0,0.0,118800.0,1.951219512195122
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,0.0,0.0,0.0,1.0,0.0,162500.0,2.514367816091954
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,0.0,0.0,0.0,1.0,0.0,137500.0,2.5
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,0.0,0.0,0.0,1.0,0.0,500001.0,3.1923076923076925
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,0.0,0.0,0.0,1.0,0.0,162500.0,2.5357142857142856
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,0.0,0.0,0.0,1.0,0.0,137500.0,2.471264367816092
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,0.0,0.0,0.0,1.0,0.0,162500.0,3.096774193548387
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,0.0,0.0,0.0,1.0,0.0,187500.0,3.0403458213256482
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,0.0,0.0,0.0,1.0,0.0,179200.0,2.752808988764045
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,0.0,0.0,0.0,1.0,0.0,130000.0,2.1513928138877674
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,0.0,0.0,0.0,1.0,0.0,183800.0,3.4530428249436516
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,0.0,0.0,0.0,1.0,0.0,125000.0,3.130841121495327
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,0.0,0.0,0.0,1.0,0.0,170000.0,2.899212598425197
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,0.0,0.0,0.0,1.0,0.0,193100.0,3.3483870967741933
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,0.0,0.0,0.0,1.0,0.0,257800.0,3.292786421499293
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,0.0,0.0,0.0,1.0,0.0,273400.0,3.621958827199002
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,0.0,0.0,0.0,1.0,0.0,237500.0,3.5289256198347108
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,0.0,0.0,0.0,1.0,0.0,350000.0,3.074179743223966
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,0.0,0.0,0.0,1.0,0.0,335700.0,3.0673981191222572
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,0.0,0.0,0.0,1.0,0.0,313400.0,6.706666666666667
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,0.0,0.0,0.0,1.0,0.0,268500.0,4.203319502074689
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,0.0,0.0,0.0,1.0,0.0,259400.0,3.8217391304347825
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,0.0,0.0,0.0,1.0,0.0,275700.0,4.635153129161118
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,0.0,0.0,0.0,1.0,0.0,225000.0,3.902923976608187
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,0.0,0.0,0.0,1.0,0.0,262500.0,4.927335640138408
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,0.0,0.0,0.0,1.0,0.0,218500.0,3.4690346083788706
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,0.0,0.0,0.0,1.0,0.0,255000.0,3.310200668896321
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,0.0,0.0,0.0,1.0,0.0,224100.0,4.2504472271914135
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,0.0,0.0,0.0,1.0,0.0,243100.0,3.7686915887850465
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,0.0,0.0,0.0,1.0,0.0,231600.0,4.456445993031359
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,0.0,0.0,0.0,1.0,0.0,218500.0,2.8697142857142857
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,0.0,0.0,0.0,1.0,0.0,234100.0,3.7918552036199094
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,0.0,0.0,0.0,1.0,0.0,327600.0,6.303258145363409
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,0.0,0.0,0.0,1.0,0.0,347600.0,6.993392070484582
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,0.0,0.0,0.0,1.0,0.0,366100.0,6.344827586206897
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,0.0,0.0,0.0,1.0,0.0,335000.0,6.185185185185185
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,0.0,0.0,0.0,1.0,0.0,373600.0,6.81265206812652
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,0.0,0.0,0.0,1.0,0.0,389500.0,6.148083623693379
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,0.0,0.0,0.0,1.0,0.0,391100.0,7.156164383561644
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,0.0,0.0,0.0,1.0,0.0,337300.0,5.044847328244275
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,0.0,0.0,0.0,1.0,0.0,295200.0,6.20507399577167
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,0.0,0.0,0.0,1.0,0.0,292300.0,5.735343383584589
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,0.0,0.0,0.0,1.0,0.0,411500.0,7.405044510385757
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,0.0,0.0,0.0,1.0,0.0,311500.0,6.390173410404624
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,0.0,0.0,0.0,1.0,0.0,325900.0,6.2
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,0.0,0.0,0.0,1.0,0.0,392600.0,7.7
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,0.0,0.0,0.0,1.0,0.0,319300.0,6.228260869565218
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,0.0,0.0,0.0,1.0,0.0,333300.0,6.427664974619289
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,0.0,0.0,0.0,1.0,0.0,335200.0,7.206521739130435
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,0.0,0.0,0.0,1.0,0.0,351200.0,7.125560538116592
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,0.0,0.0,0.0,1.0,0.0,368900.0,6.608856088560886
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,0.0,0.0,0.0,1.0,0.0,365900.0,6.950757575757576
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,0.0,0.0,0.0,1.0,0.0,366700.0,6.790055248618785
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,0.0,0.0,0.0,1.0,0.0,362800.0,7.059925093632959
-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,0.0,0.0,0.0,1.0,0.0,483300.0,7.684210526315789
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,0.0,0.0,0.0,1.0,0.0,331400.0,7.132132132132132
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,0.0,0.0,0.0,1.0,0.0,323500.0,6.798165137614679
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,0.0,0.0,0.0,1.0,0.0,216700.0,4.682644628099173
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,0.0,0.0,0.0,1.0,0.0,233100.0,4.213084112149533
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,0.0,0.0,0.0,1.0,0.0,296400.0,6.55188679245283
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,0.0,0.0,0.0,1.0,0.0,273700.0,5.883582089552239
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,0.0,0.0,0.0,1.0,0.0,227700.0,4.694623655913978
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,0.0,0.0,0.0,1.0,0.0,199600.0,4.926724137931035
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,0.0,0.0,0.0,1.0,0.0,239800.0,5.029574861367838
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,0.0,0.0,0.0,1.0,0.0,270100.0,5.9705014749262535
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,0.0,0.0,0.0,1.0,0.0,302100.0,5.492537313432836
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,0.0,0.0,0.0,1.0,0.0,269500.0,4.183127572016461
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,0.0,0.0,0.0,1.0,0.0,314700.0,6.25764192139738
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,0.0,0.0,0.0,1.0,0.0,390100.0,7.281094527363184
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,0.0,0.0,0.0,1.0,0.0,410300.0,7.928082191780822
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,0.0,0.0,0.0,1.0,0.0,352400.0,7.939297124600639
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,0.0,0.0,0.0,1.0,0.0,287300.0,6.260504201680672
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,0.0,0.0,0.0,1.0,0.0,348700.0,7.7095890410958905
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,0.0,0.0,0.0,1.0,0.0,243800.0,3.8054545454545456
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,0.0,0.0,0.0,1.0,0.0,211500.0,5.285714285714286
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,0.0,0.0,0.0,1.0,0.0,218400.0,4.092156862745098
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,0.0,0.0,0.0,1.0,0.0,269900.0,5.00597609561753
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,0.0,0.0,0.0,1.0,0.0,218800.0,3.8706586826347307
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,0.0,0.0,0.0,1.0,0.0,225000.0,3.868544600938967
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,0.0,0.0,0.0,1.0,0.0,250000.0,2.984848484848485
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,0.0,0.0,0.0,1.0,0.0,171400.0,3.136460554371002
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,0.0,0.0,0.0,1.0,0.0,193800.0,2.8564814814814814
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,0.0,0.0,0.0,1.0,0.0,125000.0,3.317073170731707
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,0.0,0.0,0.0,1.0,0.0,97500.0,3.3954372623574143
-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,0.0,0.0,0.0,1.0,0.0,125000.0,3.345744680851064
-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,0.0,0.0,0.0,1.0,0.0,138800.0,3.424552429667519
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,0.0,0.0,0.0,1.0,0.0,116700.0,2.768976897689769
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,0.0,0.0,0.0,1.0,0.0,151800.0,3.6228748068006182
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,0.0,0.0,0.0,1.0,0.0,127000.0,4.368421052631579
-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,0.0,0.0,0.0,1.0,0.0,128600.0,4.265415549597855
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,0.0,0.0,0.0,1.0,0.0,140600.0,3.9849246231155777
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,0.0,0.0,0.0,1.0,0.0,182700.0,3.479591836734694
-122.23,37.8,52.0,1192.0,289.0,772.0,257.0,2.3833,0.0,0.0,0.0,1.0,0.0,146900.0,4.124567474048443
-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,2.957,0.0,0.0,0.0,1.0,0.0,122800.0,4.292857142857143
-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,0.0,0.0,0.0,1.0,0.0,169300.0,3.7890520694259013
-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,0.0,0.0,0.0,1.0,0.0,126600.0,4.255434782608695
-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,0.0,0.0,0.0,1.0,0.0,127900.0,3.8405797101449277
-122.23,37.8,50.0,1746.0,480.0,1149.0,415.0,2.25,0.0,0.0,0.0,1.0,0.0,123500.0,3.6375
-122.23,37.8,52.0,1252.0,299.0,844.0,280.0,2.3929,0.0,0.0,0.0,1.0,0.0,111900.0,4.187290969899665
-122.23,37.79,43.0,5963.0,1344.0,4367.0,1231.0,2.1917,0.0,0.0,0.0,1.0,0.0,112800.0,4.4367559523809526
-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,0.0,0.0,0.0,1.0,0.0,107900.0,4.5139240506329115
-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,0.0,0.0,0.0,1.0,0.0,137500.0,3.784090909090909
-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,0.0,0.0,0.0,1.0,0.0,105500.0,3.4083526682134573
-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,0.0,0.0,0.0,1.0,0.0,95500.0,3.473417721518987
-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,0.0,0.0,0.0,1.0,0.0,116100.0,3.7444444444444445
-122.24,37.79,43.0,1626.0,376.0,1284.0,357.0,2.2542,0.0,0.0,0.0,1.0,0.0,112200.0,4.324468085106383
-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,0.0,0.0,0.0,1.0,0.0,75000.0,4.069767441860465
-122.25,37.79,39.0,461.0,129.0,381.0,123.0,1.6,0.0,0.0,0.0,1.0,0.0,112500.0,3.5736434108527133
-122.25,37.79,52.0,902.0,237.0,846.0,227.0,3.625,0.0,0.0,0.0,1.0,0.0,125000.0,3.8059071729957807
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,0.0,0.0,0.0,1.0,0.0,115000.0,3.0462130937098846
-122.22,37.77,52.0,391.0,128.0,520.0,138.0,1.6471,0.0,0.0,0.0,1.0,0.0,95000.0,3.0546875
-122.22,37.77,52.0,1137.0,301.0,866.0,259.0,2.59,0.0,0.0,0.0,1.0,0.0,96400.0,3.777408637873754
-122.23,37.77,52.0,769.0,206.0,612.0,183.0,2.57,0.0,0.0,0.0,1.0,0.0,72000.0,3.733009708737864
-122.23,37.78,52.0,472.0,146.0,415.0,126.0,2.6429,0.0,0.0,0.0,1.0,0.0,71300.0,3.232876712328767
-122.23,37.78,52.0,862.0,215.0,994.0,213.0,3.0257,0.0,0.0,0.0,1.0,0.0,80800.0,4.0093023255813955
