longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value,bedrooms_per_room
-120.48,35.05,24.0,2314.0,468.0,1549.0,463.0,2.8203,1.0,0.0,0.0,0.0,0.0,152600.0,4.944444444444445
-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,0.0,1.0,0.0,0.0,0.0,293300.0,5.5368043087971275
-117.17,32.73,52.0,408.0,143.0,313.0,143.0,1.815,0.0,0.0,0.0,0.0,1.0,116700.0,2.8531468531468533
-120.67,37.97,9.0,7450.0,1475.0,2233.0,930.0,2.6528,0.0,1.0,0.0,0.0,0.0,133000.0,5.0508474576271185
-122.31,37.93,36.0,1526.0,256.0,696.0,263.0,3.5089,0.0,0.0,0.0,1.0,0.0,261900.0,5.9609375
-118.08,33.77,26.0,2461.0,562.0,971.0,544.0,2.1944,1.0,0.0,0.0,0.0,0.0,87500.0,4.379003558718861
-117.08,32.74,33.0,3260.0,673.0,1784.0,666.0,3.5078,0.0,0.0,0.0,0.0,1.0,126500.0,4.843982169390787
-120.65,35.41,15.0,6725.0,1111.0,3139.0,1029.0,4.1875,1.0,0.0,0.0,0.0,0.0,261600.0,6.053105310531053
-118.14,33.9,26.0,2145.0,471.0,1150.0,429.0,3.5972,1.0,0.0,0.0,0.0,0.0,225800.0,4.554140127388535
-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,1.0,0.0,0.0,0.0,0.0,196500.0,6.670391061452514
-121.46,38.58,40.0,1394.0,397.0,689.0,353.0,1.7765,0.0,1.0,0.0,0.0,0.0,109800.0,3.5113350125944582
-120.97,37.69,14.0,5514.0,909.0,2819.0,970.0,3.8598,0.0,1.0,0.0,0.0,0.0,174400.0,6.066006600660066
-118.09,33.84,27.0,1594.0,295.0,1061.0,320.0,4.7917,1.0,0.0,0.0,0.0,0.0,217700.0,5.403389830508474
-118.48,34.31,31.0,1091.0,256.0,892.0,238.0,3.0,1.0,0.0,0.0,0.0,0.0,172400.0,4.26171875
-118.68,34.33,45.0,121.0,25.0,67.0,27.0,2.9821,1.0,0.0,0.0,0.0,0.0,325000.0,4.84
-119.79,36.81,33.0,1461.0,261.0,494.0,254.0,4.25,0.0,1.0,0.0,0.0,0.0,132200.0,5.597701149425287
-117.95,34.06,32.0,2252.0,415.0,1370.0,411.0,4.6312,1.0,0.0,0.0,0.0,0.0,184800.0,5.426506024096385
-118.42,34.24,17.0,2049.0,548.0,2243.0,541.0,2.525,1.0,0.0,0.0,0.0,0.0,163700.0,3.739051094890511
-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,1.0,0.0,0.0,0.0,0.0,142500.0,3.630757220921155
-119.04,35.32,20.0,37.0,11.0,34.0,8.0,1.2,0.0,1.0,0.0,0.0,0.0,50000.0,3.3636363636363638
-118.02,34.15,44.0,2267.0,426.0,980.0,372.0,3.6,0.0,1.0,0.0,0.0,0.0,307400.0,5.321596244131455
-117.21,33.2,22.0,3337.0,518.0,1288.0,466.0,5.04,1.0,0.0,0.0,0.0,0.0,253700.0,6.442084942084942
-118.39,33.87,19.0,3303.0,584.0,1329.0,569.0,7.521,1.0,0.0,0.0,0.0,0.0,340400.0,5.655821917808219
-119.79,36.31,25.0,4984.0,1029.0,2414.0,961.0,2.2937,0.0,1.0,0.0,0.0,0.0,72300.0,4.843537414965986
-118.17,34.05,35.0,1256.0,294.0,2990.0,302.0,3.1528,1.0,0.0,0.0,0.0,0.0,121800.0,4.272108843537415
-122.08,37.88,26.0,2947.0,435.0,825.0,626.0,2.933,0.0,0.0,0.0,1.0,0.0,85000.0,6.774712643678161
-118.22,33.98,36.0,1514.0,453.0,1496.0,448.0,2.1044,1.0,0.0,0.0,0.0,0.0,148200.0,3.3421633554083887
-120.72,38.57,8.0,892.0,185.0,427.0,164.0,2.6833,0.0,1.0,0.0,0.0,0.0,118800.0,4.821621621621621
-121.66,37.93,19.0,2055.0,358.0,1064.0,350.0,4.7426,0.0,1.0,0.0,0.0,0.0,263100.0,5.740223463687151
-118.42,34.01,29.0,1996.0,489.0,960.0,449.0,3.6611,1.0,0.0,0.0,0.0,0.0,344200.0,4.081799591002045
-117.78,33.68,19.0,2500.0,331.0,1027.0,327.0,6.115,1.0,0.0,0.0,0.0,0.0,315600.0,7.552870090634441
-118.42,34.32,30.0,3027.0,604.0,1970.0,590.0,4.3409,1.0,0.0,0.0,0.0,0.0,156000.0,5.01158940397351
-117.09,32.66,46.0,844.0,147.0,423.0,161.0,3.375,0.0,0.0,0.0,0.0,1.0,136300.0,5.741496598639456
-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,0.0,0.0,0.0,1.0,0.0,362900.0,7.067073170731708
-117.65,34.06,41.0,1171.0,334.0,1479.0,334.0,2.25,0.0,1.0,0.0,0.0,0.0,90500.0,3.5059880239520957
-121.98,37.35,36.0,1054.0,193.0,546.0,187.0,4.5625,1.0,0.0,0.0,0.0,0.0,240000.0,5.461139896373057
-117.27,32.82,42.0,2820.0,488.0,1175.0,500.0,4.5083,0.0,0.0,0.0,0.0,1.0,405200.0,5.778688524590164
-119.19,34.17,35.0,4276.0,767.0,3295.0,708.0,4.2583,0.0,0.0,0.0,0.0,1.0,187300.0,5.57496740547588
-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,3.6528,0.0,0.0,0.0,0.0,1.0,133200.0,4.3359375
-122.11,38.01,39.0,1313.0,306.0,575.0,231.0,3.1711,0.0,0.0,0.0,1.0,0.0,116100.0,4.290849673202614
-118.17,33.91,42.0,856.0,167.0,748.0,195.0,3.8,1.0,0.0,0.0,0.0,0.0,145800.0,5.125748502994012
-118.16,34.71,27.0,6007.0,998.0,2680.0,882.0,4.1719,0.0,1.0,0.0,0.0,0.0,117200.0,6.019038076152305
-122.26,37.87,52.0,1087.0,371.0,3337.0,350.0,1.4012,0.0,0.0,0.0,1.0,0.0,175000.0,2.929919137466307
-117.26,32.98,12.0,3900.0,977.0,1690.0,892.0,4.125,0.0,0.0,0.0,0.0,1.0,226900.0,3.991811668372569
-117.93,34.04,23.0,6361.0,1168.0,4580.0,1109.0,4.9342,1.0,0.0,0.0,0.0,0.0,181000.0,5.446061643835616
-122.19,37.77,52.0,2329.0,445.0,1144.0,417.0,3.5114,0.0,0.0,0.0,1.0,0.0,151200.0,5.233707865168539
-122.06,37.63,12.0,6711.0,1374.0,3388.0,1289.0,3.8625,0.0,0.0,0.0,1.0,0.0,208900.0,4.884279475982533
-118.3,33.73,40.0,2582.0,606.0,1304.0,588.0,3.5694,0.0,0.0,0.0,0.0,1.0,276400.0,4.260726072607261
-118.28,34.05,44.0,968.0,384.0,1805.0,375.0,1.4801,1.0,0.0,0.0,0.0,0.0,212500.0,2.5208333333333335
-117.77,33.69,15.0,500.0,113.0,261.0,116.0,5.0631,1.0,0.0,0.0,0.0,0.0,154000.0,4.424778761061947
-117.14,32.76,35.0,1785.0,493.0,965.0,506.0,2.0792,0.0,0.0,0.0,0.0,1.0,160000.0,3.6206896551724137
-118.61,34.31,4.0,1949.0,458.0,868.0,398.0,5.0151,1.0,0.0,0.0,0.0,0.0,285200.0,4.255458515283843
-118.29,34.01,42.0,814.0,223.0,511.0,188.0,2.3942,1.0,0.0,0.0,0.0,0.0,123200.0,3.6502242152466366
-122.36,38.03,32.0,2159.0,393.0,981.0,369.0,4.3173,0.0,0.0,0.0,1.0,0.0,175400.0,5.493638676844784
-122.61,38.09,18.0,6205.0,821.0,2311.0,756.0,6.9081,1.0,0.0,0.0,0.0,0.0,368700.0,7.557856272838002
-117.22,32.75,34.0,6001.0,1111.0,2654.0,1072.0,4.5878,0.0,0.0,0.0,0.0,1.0,291000.0,5.401440144014401
-117.88,33.84,25.0,1781.0,349.0,918.0,378.0,3.9286,1.0,0.0,0.0,0.0,0.0,262700.0,5.103151862464183
-117.34,33.71,10.0,2591.0,486.0,1255.0,425.0,3.1513,1.0,0.0,0.0,0.0,0.0,154300.0,5.3312757201646095
-122.09,37.65,35.0,1184.0,200.0,572.0,194.0,4.7143,0.0,0.0,0.0,1.0,0.0,193800.0,5.92
-121.93,37.25,21.0,1354.0,289.0,639.0,273.0,4.5333,1.0,0.0,0.0,0.0,0.0,234200.0,4.685121107266436
-121.96,37.74,2.0,200.0,20.0,25.0,9.0,15.0001,1.0,0.0,0.0,0.0,0.0,350000.0,10.0
-117.77,34.08,27.0,5929.0,932.0,2817.0,828.0,6.0434,0.0,1.0,0.0,0.0,0.0,214800.0,6.361587982832618
-118.09,34.15,49.0,1467.0,259.0,688.0,260.0,4.3452,0.0,1.0,0.0,0.0,0.0,260100.0,5.664092664092664
-119.71,36.88,17.0,2236.0,315.0,992.0,312.0,6.9405,0.0,1.0,0.0,0.0,0.0,165200.0,7.098412698412698
-124.21,41.77,17.0,3461.0,722.0,1947.0,647.0,2.5795,0.0,0.0,0.0,0.0,1.0,68400.0,4.793628808864266
-123.72,41.09,19.0,1970.0,431.0,1166.0,363.0,1.8208,1.0,0.0,0.0,0.0,0.0,50000.0,4.5707656612529
-118.14,34.2,39.0,2569.0,426.0,1282.0,432.0,5.0953,0.0,1.0,0.0,0.0,0.0,207400.0,6.030516431924883
-119.05,36.09,9.0,3297.0,568.0,1749.0,568.0,4.0217,0.0,1.0,0.0,0.0,0.0,99200.0,5.804577464788732
-118.09,34.15,52.0,670.0,141.0,268.0,110.0,3.5568,0.0,1.0,0.0,0.0,0.0,205000.0,4.75177304964539
-118.36,34.16,45.0,1755.0,335.0,822.0,342.0,5.1423,1.0,0.0,0.0,0.0,0.0,322900.0,5.2388059701492535
-118.57,34.17,31.0,1950.0,383.0,870.0,357.0,3.1875,1.0,0.0,0.0,0.0,0.0,500001.0,5.091383812010444
-120.86,37.76,32.0,964.0,198.0,623.0,201.0,3.0917,0.0,1.0,0.0,0.0,0.0,88900.0,4.8686868686868685
-121.19,39.55,17.0,1483.0,284.0,481.0,211.0,1.4896,0.0,1.0,0.0,0.0,0.0,83300.0,5.221830985915493
-118.31,34.06,14.0,1559.0,646.0,1639.0,567.0,1.9949,1.0,0.0,0.0,0.0,0.0,380000.0,2.413312693498452
-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,4.0484,1.0,0.0,0.0,0.0,0.0,262500.0,5.864420062695925
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,0.0,0.0,0.0,1.0,0.0,225000.0,3.868544600938967
-116.17,33.66,22.0,639.0,203.0,664.0,153.0,1.9306,0.0,1.0,0.0,0.0,0.0,47500.0,3.147783251231527
-117.04,34.0,25.0,3750.0,781.0,1594.0,785.0,2.4167,0.0,1.0,0.0,0.0,0.0,104900.0,4.801536491677337
-119.34,36.62,26.0,1922.0,339.0,1148.0,332.0,2.6058,0.0,1.0,0.0,0.0,0.0,92200.0,5.669616519174041
-119.76,36.74,52.0,2137.0,448.0,1194.0,444.0,1.3029,0.0,1.0,0.0,0.0,0.0,69100.0,4.770089285714286
-120.43,34.7,26.0,2353.0,389.0,1420.0,389.0,3.87,0.0,0.0,0.0,0.0,1.0,125800.0,6.048843187660668
-122.49,37.98,34.0,1256.0,178.0,460.0,174.0,6.4271,0.0,0.0,0.0,1.0,0.0,451700.0,7.056179775280899
-118.24,33.97,37.0,1212.0,314.0,1403.0,279.0,2.5536,1.0,0.0,0.0,0.0,0.0,117200.0,3.859872611464968
-121.63,40.92,23.0,1922.0,411.0,872.0,350.0,2.2337,0.0,1.0,0.0,0.0,0.0,64500.0,4.67639902676399
-122.36,37.93,17.0,1258.0,254.0,885.0,229.0,3.05,0.0,0.0,0.0,1.0,0.0,121600.0,4.952755905511811
-118.33,33.98,38.0,3063.0,796.0,2153.0,721.0,1.8472,1.0,0.0,0.0,0.0,0.0,149100.0,3.8479899497487438
-118.17,34.06,36.0,871.0,201.0,2862.0,181.0,2.1845,1.0,0.0,0.0,0.0,0.0,123800.0,4.333333333333333
-117.35,33.95,28.0,1650.0,210.0,557.0,211.0,7.6632,0.0,1.0,0.0,0.0,0.0,204800.0,7.857142857142857
-122.07,37.95,39.0,2199.0,388.0,1025.0,385.0,4.5893,0.0,0.0,0.0,1.0,0.0,190000.0,5.667525773195877
-121.79,37.33,18.0,3611.0,614.0,2381.0,642.0,5.6345,1.0,0.0,0.0,0.0,0.0,231000.0,5.881107491856677
-121.83,36.61,27.0,2248.0,466.0,1644.0,453.0,3.2545,1.0,0.0,0.0,0.0,0.0,131200.0,4.824034334763948
-122.07,37.86,23.0,1025.0,205.0,263.0,191.0,3.12,0.0,0.0,0.0,1.0,0.0,155000.0,5.0
-122.26,37.52,34.0,483.0,131.0,291.0,157.0,3.0833,0.0,0.0,0.0,0.0,1.0,256300.0,3.687022900763359
-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,1.0,0.0,0.0,0.0,0.0,134900.0,4.115384615384615
-119.81,34.44,14.0,961.0,305.0,662.0,286.0,3.2115,0.0,0.0,0.0,0.0,1.0,206300.0,3.1508196721311474
-118.09,33.96,36.0,1116.0,229.0,719.0,233.0,3.425,1.0,0.0,0.0,0.0,0.0,163200.0,4.873362445414847
-122.08,37.64,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,0.0,0.0,0.0,1.0,0.0,182100.0,4.203511572226656
-121.58,39.83,16.0,4591.0,904.0,1904.0,812.0,2.2419,0.0,1.0,0.0,0.0,0.0,93200.0,5.07853982300885
-122.79,39.09,20.0,1798.0,395.0,685.0,331.0,1.625,0.0,1.0,0.0,0.0,0.0,66800.0,4.5518987341772155
-118.2,33.88,40.0,1699.0,346.0,1188.0,329.0,4.2083,1.0,0.0,0.0,0.0,0.0,147300.0,4.910404624277457
-117.95,33.82,35.0,1068.0,190.0,514.0,174.0,4.0735,1.0,0.0,0.0,0.0,0.0,208700.0,5.621052631578947
-122.12,37.29,11.0,436.0,70.0,212.0,75.0,8.6196,1.0,0.0,0.0,0.0,0.0,500001.0,6.228571428571429
-117.11,32.68,36.0,26.0,14.0,58.0,23.0,1.9107,0.0,0.0,0.0,0.0,1.0,125000.0,1.8571428571428572
-118.32,34.16,49.0,1074.0,170.0,403.0,208.0,6.2547,1.0,0.0,0.0,0.0,0.0,366700.0,6.317647058823529
-117.97,34.08,30.0,2227.0,474.0,1961.0,481.0,3.3261,0.0,1.0,0.0,0.0,0.0,164100.0,4.698312236286919
-117.96,34.07,35.0,2819.0,529.0,1508.0,485.0,4.6118,1.0,0.0,0.0,0.0,0.0,191700.0,5.328922495274102
-117.29,33.08,18.0,3225.0,515.0,1463.0,476.0,5.7787,0.0,0.0,0.0,0.0,1.0,346700.0,6.262135922330097
-122.08,37.24,21.0,427.0,63.0,182.0,70.0,11.3283,1.0,0.0,0.0,0.0,0.0,500001.0,6.777777777777778
-119.73,36.62,35.0,2080.0,365.0,1026.0,333.0,3.5781,0.0,1.0,0.0,0.0,0.0,92800.0,5.698630136986301
-118.55,34.03,35.0,9075.0,1858.0,3646.0,1724.0,6.0307,1.0,0.0,0.0,0.0,0.0,500001.0,4.884284176533908
-122.43,37.79,52.0,3219.0,969.0,1152.0,830.0,4.2042,0.0,0.0,0.0,1.0,0.0,500001.0,3.321981424148607
-121.3,38.13,23.0,2864.0,504.0,1298.0,499.0,3.2303,0.0,1.0,0.0,0.0,0.0,131800.0,5.682539682539683
-121.67,39.14,22.0,2264.0,390.0,1056.0,403.0,3.6111,0.0,1.0,0.0,0.0,0.0,112300.0,5.805128205128205
-117.24,32.71,32.0,4164.0,701.0,1277.0,607.0,6.6661,0.0,0.0,0.0,0.0,1.0,500001.0,5.940085592011412
-118.0,33.88,18.0,2628.0,720.0,2276.0,649.0,2.735,1.0,0.0,0.0,0.0,0.0,170800.0,3.65
-119.48,35.17,36.0,116.0,20.0,39.0,18.0,3.125,0.0,1.0,0.0,0.0,0.0,37500.0,5.8
-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065,0.0,1.0,0.0,0.0,0.0,320300.0,5.695652173913044
-118.08,33.89,33.0,2131.0,435.0,2045.0,426.0,4.0,1.0,0.0,0.0,0.0,0.0,145700.0,4.898850574712644
-118.32,34.0,50.0,3250.0,693.0,2300.0,675.0,1.95,1.0,0.0,0.0,0.0,0.0,112600.0,4.68975468975469
-117.11,32.75,18.0,1943.0,587.0,1329.0,522.0,1.7696,0.0,0.0,0.0,0.0,1.0,103100.0,3.3100511073253833
-121.82,39.76,23.0,6010.0,1116.0,2710.0,1149.0,3.0068,0.0,1.0,0.0,0.0,0.0,107300.0,5.385304659498208
-122.28,37.89,52.0,2070.0,329.0,722.0,306.0,5.4171,0.0,0.0,0.0,1.0,0.0,292000.0,6.291793313069909
-118.17,33.78,23.0,3768.0,1261.0,3940.0,1098.0,1.9647,0.0,0.0,0.0,0.0,1.0,186200.0,2.9881046788263284
-119.27,34.27,52.0,1577.0,343.0,836.0,335.0,3.5893,0.0,0.0,0.0,0.0,1.0,206600.0,4.597667638483965
-118.87,35.37,14.0,2458.0,433.0,1352.0,411.0,3.5441,0.0,1.0,0.0,0.0,0.0,87000.0,5.676674364896074
-121.28,38.61,23.0,2547.0,504.0,1235.0,469.0,2.4722,0.0,1.0,0.0,0.0,0.0,103300.0,5.053571428571429
-118.07,34.1,34.0,2253.0,522.0,1262.0,511.0,3.4375,1.0,0.0,0.0,0.0,0.0,259800.0,4.316091954022989
-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,9.8413,1.0,0.0,0.0,0.0,0.0,500001.0,7.065159574468085
-122.38,40.67,10.0,2281.0,444.0,1274.0,438.0,2.212,0.0,1.0,0.0,0.0,0.0,65600.0,5.137387387387387
-122.26,37.85,52.0,2202.0,434.0,910.0,402.0,3.2031,0.0,0.0,0.0,1.0,0.0,281500.0,5.073732718894009
-121.49,38.49,26.0,4629.0,832.0,2902.0,816.0,2.735,0.0,1.0,0.0,0.0,0.0,74600.0,5.563701923076923
-122.05,37.93,15.0,7803.0,1603.0,2957.0,1546.0,4.45,0.0,0.0,0.0,1.0,0.0,184900.0,4.867747972551466
-122.06,37.7,37.0,1893.0,310.0,821.0,315.0,4.6005,0.0,0.0,0.0,1.0,0.0,231600.0,6.106451612903226
-122.02,37.36,21.0,2471.0,677.0,1486.0,689.0,3.9038,1.0,0.0,0.0,0.0,0.0,243800.0,3.649926144756278
-121.92,37.34,35.0,357.0,120.0,377.0,99.0,3.0139,1.0,0.0,0.0,0.0,0.0,204200.0,2.975
-122.04,37.65,10.0,8299.0,1326.0,3827.0,1288.0,6.2579,0.0,0.0,0.0,1.0,0.0,315500.0,6.25867269984917
-116.37,33.72,17.0,8626.0,1859.0,3497.0,1337.0,3.312,0.0,1.0,0.0,0.0,0.0,121300.0,4.640129101667563
-123.41,41.6,23.0,1654.0,369.0,669.0,273.0,1.965,0.0,1.0,0.0,0.0,0.0,65400.0,4.482384823848238
-121.62,36.69,11.0,4712.0,1098.0,5982.0,1105.0,2.5986,1.0,0.0,0.0,0.0,0.0,135700.0,4.29143897996357
